# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_0886|816428_817879|484AA	NZ_AGRI01000003|nc8_0789|459386_460837|484AA
NC_004567|lp_0947|880554_880676|41AA	NZ_AGRI01000003|nc8_0842|516982_517104|41AA
NC_004567|lp_0945|876125_876655|177AA	NZ_AGRI01000003|nc8_0840|512349_512879|177AA
NC_004567|lp_0285|258406_259137|244AA	NZ_AGRI01000002|nc8_0253|262598_263329|244AA
NC_004567|lp_0284|258029_258325|99AA	NZ_AGRI01000002|nc8_0252|262221_262517|99AA
NC_004567|lp_0283|257168_257872|235AA	NZ_AGRI01000002|nc8_0251|261360_262064|235AA
NC_004567|lp_0282|255805_257181|459AA	NZ_AGRI01000002|nc8_0250|259997_261373|459AA
NC_004567|lp_0290|261866_262897|344AA	NZ_AGRI01000002|nc8_0257|266058_267089|344AA
NC_004567|lp_0289|261457_261711|85AA	NZ_AGRI01000002|nc8_0256|265649_265903|85AA
NC_004567|lp_0287|260917_261228|104AA	NZ_AGRI01000002|nc8_0255|265109_265420|104AA
NC_004567|lp_0286|259439_260764|442AA	NZ_AGRI01000002|nc8_0254|263631_264956|442AA
NC_004567|lp_0279|253217_253468|84AA	NZ_AGRI01000002|nc8_0247|257409_257660|84AA
NC_004567|lp_0277|252871_253176|102AA	NZ_AGRI01000002|nc8_0246|257063_257368|102AA
NC_004567|lp_2542|2267640_2268548|303AA	NZ_AGRI01000008|nc8_2172|11310_12218|303AA
NC_004567|lp_2809|2506482_2507147|222AA	NZ_AGRI01000010|nc8_2386|185546_186211|222AA
NC_004567|lp_2810|2507246_2508544|433AA	NZ_AGRI01000010|nc8_2387|186311_187609|433AA
NC_004567|lp_1409|1289921_1290529|203AA	NZ_AGRI01000004|nc8_1216|81446_82054|203AA
NC_004567|lp_2807|2504801_2506057|419AA	NZ_AGRI01000010|nc8_2385|183865_185121|419AA
NC_004567|lp_1357|1246103_1246441|113AA	NZ_AGRI01000004|nc8_1177|37642_37980|113AA
NC_004567|lp_1358|1246652_1247023|124AA	NZ_AGRI01000004|nc8_1178|38140_38562|141AA
NC_004567|lp_1355|1243900_1245162|421AA	NZ_AGRI01000004|nc8_1175|35439_36701|421AA
NC_004567|lp_1356|1245168_1245935|256AA	NZ_AGRI01000004|nc8_1176|36707_37474|256AA
NC_004567|lp_1353|1242052_1242873|274AA	NZ_AGRI01000004|nc8_1172|33591_34412|274AA
NC_004567|lp_1354|1243003_1243611|203AA	NZ_AGRI01000004|nc8_1173|34542_35150|203AA
NC_004567|lp_1483|1357503_1358381|293AA	NZ_AGRI01000005|nc8_1284|52534_53421|296AA
NC_004567|lp_1482|1357135_1357473|113AA	NZ_AGRI01000005|nc8_1283|52172_52510|113AA
NC_004567|lp_1570|1437008_1437574|189AA	NZ_AGRI01000006|nc8_1340|7176_7742|189AA
NC_004567|lp_0755|689860_690708|283AA	NZ_AGRI01000003|nc8_0668|322937_323785|283AA
NC_004567|lp_1508|1378498_1381146|883AA	NZ_AGRI01000005|nc8_1286|54940_57588|883AA
NC_004567|lp_1507|1377519_1378235|239AA	NZ_AGRI01000005|nc8_1285|53961_54677|239AA
NC_004567|lp_1572|1438263_1438484|74AA	NZ_AGRI01000006|nc8_1342|8431_8652|74AA
NC_004567|lp_0752|688050_688361|104AA	NZ_AGRI01000003|nc8_0665|321127_321438|104AA
NC_004567|lp_0597|570711_571388|226AA	NZ_AGRI01000003|nc8_0584|245606_246283|226AA
NC_004567|lp_1946|1764497_1764808|104AA	NZ_AGRI01000006|nc8_1686|345448_345759|104AA
NC_004567|lp_0603|574789_575085|99AA	NZ_AGRI01000003|nc8_0588|249685_249981|99AA
NC_004567|lp_0602|574097_574780|228AA	NZ_AGRI01000003|nc8_0587|248993_249676|228AA
NC_004567|lp_1471|1348445_1348912|156AA	NZ_AGRI01000005|nc8_1281|50008_50475|156AA
NC_004567|lp_1470|1347220_1348458|413AA	NZ_AGRI01000005|nc8_1280|48783_50021|413AA
NC_004567|lp_2113|1908124_1908531|136AA	NZ_AGRI01000006|nc8_1873|519376_519783|136AA
NC_004567|lp_0761|695481_696419|313AA	NZ_AGRI01000003|nc8_0680|336908_337846|313AA
NC_004567|lp_1247|1131313_1132506|398AA	NZ_AGRI01000003|nc8_1094|767339_768532|398AA
NC_004567|lp_1313|1208142_1208339|66AA	NZ_AGRI01000004|nc8_1144|5694_5891|66AA
NC_004567|lp_1317|1213128_1214798|557AA	NZ_AGRI01000004|nc8_1148|10751_12349|533AA
NC_004567|lp_1319|1214806_1215546|247AA	NZ_AGRI01000004|nc8_1149|12357_13097|247AA
NC_004567|lp_1320|1215683_1216519|279AA	NZ_AGRI01000004|nc8_1150|13234_14070|279AA
NC_004567|lp_0551|508813_510285|491AA	NZ_AGRI01000003|nc8_0495|166230_167702|491AA
NC_004567|lp_1314|1208435_1209028|198AA	NZ_AGRI01000004|nc8_1145|5987_6514|176AA
NC_004567|lp_1546|1413051_1414019|323AA	NZ_AGRI01000005|nc8_1319|88056_89024|323AA
NC_004567|lp_1315|1209032_1209682|217AA	NZ_AGRI01000004|nc8_1146|6583_7266|228AA
NC_004567|lp_1316|1210178_1212604|809AA	NZ_AGRI01000004|nc8_1147|7729_10155|809AA
NC_004567|lp_3429|3041614_3042192|193AA	NZ_AGRI01000001|nc8_2909|387067_387645|193AA
NC_004567|lp_3510|3124305_3125393|363AA	NZ_AGRI01000001|nc8_2980|467980_469068|363AA
NC_004567|lp_3333|2965614_2966798|395AA	NZ_AGRI01000001|nc8_2838|321584_322768|395AA
NC_004567|lp_3588|3205729_3206154|142AA	NZ_AGRI01000001|nc8_3043|539757_540182|142AA
NC_004567|lp_3534|3151783_3154083|767AA	NZ_AGRI01000001|nc8_3001|495459_497759|767AA
NC_004567|lp_1420|1301807_1302778|324AA	NZ_AGRI01000004|nc8_1226|93332_94303|324AA
NC_004567|lp_1109|1006623_1008161|513AA	NZ_AGRI01000003|nc8_0976|641660_643198|513AA
NC_004567|lp_2032|1832268_1833191|308AA	NZ_AGRI01000006|nc8_1745|402191_403114|308AA
NC_004567|lp_2030|1830543_1831253|237AA	NZ_AGRI01000006|nc8_1743|400466_401176|237AA
NC_004567|lp_2029|1829110_1830153|348AA	NZ_AGRI01000006|nc8_1742|399032_400075|348AA
NC_004567|lp_0308|283146_285515|790AA	NZ_AGRI01000002|nc8_0275|287353_289722|790AA
NC_004567|lp_0307|282430_283146|239AA	NZ_AGRI01000002|nc8_0274|286637_287353|239AA
NC_004567|lp_0313|288937_290139|401AA	NZ_AGRI01000002|nc8_0280|293143_294345|401AA
NC_004567|lp_0312|288326_288748|141AA	NZ_AGRI01000002|nc8_0279|292532_292954|141AA
NC_004567|lp_0316|291770_292585|272AA	NZ_AGRI01000002|nc8_0286|297978_298793|272AA
NC_004567|lp_0315|290703_291773|357AA	NZ_AGRI01000002|nc8_0285|296911_297981|357AA
NC_004567|lp_0318|293430_294527|366AA	NZ_AGRI01000002|nc8_0288|299638_300735|366AA
NC_004567|lp_0317|292585_293418|278AA	NZ_AGRI01000002|nc8_0287|298793_299626|278AA
NC_004567|lp_0320|295609_296076|156AA	NZ_AGRI01000002|nc8_0290|301689_302165|159AA
NC_004567|lp_0319|294598_295140|181AA	NZ_AGRI01000002|nc8_0289|300806_301348|181AA
NC_004567|lp_0692|637543_638553|337AA	NZ_AGRI01000003|nc8_0612|270620_271630|337AA
NC_004567|lp_0691|636886_637461|192AA	NZ_AGRI01000003|nc8_0611|269963_270538|192AA
NC_004567|lp_0688|632146_633123|326AA	NZ_AGRI01000003|nc8_0608|265223_266200|326AA
NC_004567|lp_0622|589608_589976|123AA	NZ_AGRI01000003|nc8_0607|264493_264861|123AA
NC_004567|lp_0698|642982_644679|566AA	NZ_AGRI01000003|nc8_0617|276060_277757|566AA
NC_004567|lp_0695|641338_641946|203AA	NZ_AGRI01000003|nc8_0615|274416_275024|203AA
NC_004567|lp_0694|640885_641115|77AA	NZ_AGRI01000003|nc8_0614|273962_274192|77AA
NC_004567|lp_1949|1765900_1766568|223AA	NZ_AGRI01000006|nc8_1689|346852_347520|223AA
NC_004567|lp_0700|645025_645624|200AA	NZ_AGRI01000003|nc8_0619|278103_278702|200AA
NC_004567|lp_0699|644701_645009|103AA	NZ_AGRI01000003|nc8_0618|277779_278087|103AA
NC_004567|lp_0776|712176_713579|468AA	NZ_AGRI01000003|nc8_0694|353603_355006|468AA
NC_004567|lp_2115|1909076_1909669|198AA	NZ_AGRI01000006|nc8_1875|520328_520921|198AA
NC_004567|lp_0778|713781_714317|179AA	NZ_AGRI01000003|nc8_0695|355208_355744|179AA
NC_004567|lp_0779|714514_715398|295AA	NZ_AGRI01000003|nc8_0696|355941_356825|295AA
NC_004567|lp_0780|715395_716396|334AA	NZ_AGRI01000003|nc8_0697|356822_357823|334AA
NC_004567|lp_0781|716409_717341|311AA	NZ_AGRI01000003|nc8_0698|357836_358768|311AA
NC_004567|lp_0783|717766_719418|551AA	NZ_AGRI01000003|nc8_0699|359193_360845|551AA
NC_004567|lp_0785|719630_720604|325AA	NZ_AGRI01000003|nc8_0700|361057_362031|325AA
NC_004567|lp_0786|720763_721353|197AA	NZ_AGRI01000003|nc8_0701|362190_362780|197AA
NC_004567|lp_0788|723880_724911|344AA	NZ_AGRI01000003|nc8_0703|365308_366339|344AA
NC_004567|lp_2960|2635315_2636016|234AA	NZ_AGRI01000001|nc8_2521|2556_3257|234AA
NC_004567|lp_2958|2632227_2634080|618AA	NZ_AGRI01000001|nc8_2519|_|complement(<1..1321)AA
NC_004567|lp_2963|2637211_2637834|208AA	NZ_AGRI01000001|nc8_2523|4451_5074|208AA
NC_004567|lp_2961|2636188_2637111|308AA	NZ_AGRI01000001|nc8_2522|3428_4351|308AA
NC_004567|lp_2082|1877322_1878083|254AA	NZ_AGRI01000006|nc8_1843|488577_489380|268AA
NC_004567|lp_2964|2637917_2638219|101AA	NZ_AGRI01000001|nc8_2524|5157_5459|101AA
NC_004567|lp_2966|2639402_2641159|586AA	NZ_AGRI01000001|nc8_2526|6642_8399|586AA
NC_004567|lp_2965|2638322_2639209|296AA	NZ_AGRI01000001|nc8_2525|5562_6449|296AA
NC_004567|lp_3655|3275503_3276009|169AA	NZ_AGRI01000001|nc8_3102|607178_607684|169AA
NC_004567|lp_0429|382354_383040|229AA	NZ_AGRI01000003|nc8_0395|52214_52900|229AA
NC_004567|lp_3087|2747309_2748055|249AA	NZ_AGRI01000001|nc8_2629|109129_109875|249AA
NC_004567|lp_3652|3273499_3273876|126AA	NZ_AGRI01000001|nc8_3099|605174_605551|126AA
NC_004567|lp_3653|3273904_3274923|340AA	NZ_AGRI01000001|nc8_3100|605579_606598|340AA
NC_004567|lp_3654|3274947_3275498|184AA	NZ_AGRI01000001|nc8_3101|606622_607173|184AA
NC_004567|lp_3413|3028275_3029309|345AA	NZ_AGRI01000001|nc8_2893|373728_374762|345AA
NC_004567|lp_0038|40346_41671|442AA	NZ_AGRI01000002|nc8_0052|54821_56146|442AA
NC_004567|lp_0037|38491_40365|625AA	NZ_AGRI01000002|nc8_0051|52966_54840|625AA
NC_004567|lp_0041|42895_43710|272AA	NZ_AGRI01000002|nc8_0054|57374_58189|272AA
NC_004567|lp_0039|41683_42537|285AA	NZ_AGRI01000002|nc8_0053|56158_57012|285AA
NC_004567|lp_0026|31317_32084|256AA	NZ_AGRI01000002|nc8_0024|31318_32085|256AA
NC_004567|lp_0022|24129_25301|391AA	NZ_AGRI01000002|nc8_0020|24130_25302|391AA
NC_004567|lp_0036|37770_38477|236AA	NZ_AGRI01000002|nc8_0050|52245_52952|236AA
NC_004567|lp_0027|32236_32907|224AA	NZ_AGRI01000002|nc8_0025|32237_32908|224AA
NC_004567|lp_0045|45638_46117|160AA	NZ_AGRI01000002|nc8_0056|60117_60596|160AA
NC_004567|lp_0043|43821_45083|421AA	NZ_AGRI01000002|nc8_0055|58300_59562|421AA
NC_004567|lp_0542|493049_493447|133AA	NZ_AGRI01000003|nc8_0486|150464_150862|133AA
NC_004567|lp_0543|493572_494111|180AA	NZ_AGRI01000003|nc8_0487|150987_151526|180AA
NC_004567|lp_0539|487338_490865|1176AA	NZ_AGRI01000003|nc8_0483|144753_148280|1176AA
NC_004567|lp_0540|491040_492644|535AA	NZ_AGRI01000003|nc8_0484|148455_150059|535AA
NC_004567|lp_2153|1945978_1946955|326AA	NZ_AGRI01000006|nc8_1906|557159_558136|326AA
NC_004567|lp_0541|492641_492928|96AA	NZ_AGRI01000003|nc8_0485|150056_150343|96AA
NC_004567|lp_1885|1702388_1703827|480AA	NZ_AGRI01000006|nc8_1617|273733_275172|480AA
NC_004567|lp_2151|1943205_1944617|471AA	NZ_AGRI01000006|nc8_1904|554365_555777|471AA
NC_004567|lp_2152|1944625_1945920|432AA	NZ_AGRI01000006|nc8_1905|555785_557101|439AA
NC_004567|lp_0538|486761_487318|186AA	NZ_AGRI01000003|nc8_0482|144176_144733|186AA
NC_004567|lp_0205|189978_190601|208AA	NZ_AGRI01000002|nc8_0191|202521_203144|208AA
NC_004567|lp_0204|188521_189594|358AA	NZ_AGRI01000002|nc8_0190|201064_202137|358AA
NC_004567|lp_0217|199844_200503|220AA	NZ_AGRI01000002|nc8_0203|213399_214046|216AA
NC_004567|lp_0215|196433_197953|507AA	NZ_AGRI01000002|nc8_0201|209175_210695|507AA
NC_004567|lp_0214|195749_196132|128AA	NZ_AGRI01000002|nc8_0200|208492_208875|128AA
NC_004567|lp_0213|195399_195749|117AA	NZ_AGRI01000002|nc8_0199|208142_208492|117AA
NC_004567|lp_0210|193763_194950|396AA	NZ_AGRI01000002|nc8_0197|206506_207693|396AA
NC_004567|lp_0209|192715_193587|291AA	NZ_AGRI01000002|nc8_0195|205457_206329|291AA
NC_004567|lp_0208|192378_192728|117AA	NZ_AGRI01000002|nc8_0194|205120_205470|117AA
NC_004567|lp_0207|192154_192375|74AA	NZ_AGRI01000002|nc8_0193|204896_205117|74AA
NC_004567|lp_3094|2755885_2756169|95AA	NZ_AGRI01000001|nc8_2636|117706_117990|95AA
NC_004567|lp_0131|115946_116452|169AA	NZ_AGRI01000002|nc8_0129|128891_129073|61AA
NC_004567|lp_3533|3150331_3151752|474AA	NZ_AGRI01000001|nc8_3000|494007_495428|474AA
NC_004567|lp_3530|3146732_3148936|735AA	NZ_AGRI01000001|nc8_2998|490408_492612|735AA
NC_004567|lp_3098|2758531_2759568|346AA	NZ_AGRI01000001|nc8_2640|120352_121389|346AA
NC_004567|lp_3097|2757838_2758404|189AA	NZ_AGRI01000001|nc8_2639|119659_120225|189AA
NC_004567|lp_3096|2756951_2757679|243AA	NZ_AGRI01000001|nc8_2638|118772_119500|243AA
NC_004567|lp_3095|2756453_2756818|122AA	NZ_AGRI01000001|nc8_2637|118274_118639|122AA
NC_004567|lp_2573|2291119_2291337|73AA	NZ_AGRI01000008|nc8_2198|34561_34779|73AA
NC_004567|lp_2578|2295265_2297382|706AA	NZ_AGRI01000009|nc8_2202|420_2462|681AA
NC_004567|lp_2574|2291337_2291966|210AA	NZ_AGRI01000008|nc8_2199|34779_35408|210AA
NC_004567|lp_2724|2424481_2426700|740AA	NZ_AGRI01000010|nc8_2314|105880_108099|740AA
NC_004567|lp_0726|664166_664810|215AA	NZ_AGRI01000003|nc8_0642|297244_297891|216AA
NC_004567|lp_0725|663324_664001|226AA	NZ_AGRI01000003|nc8_0641|296402_297079|226AA
NC_004567|lp_0720|658747_659202|152AA	NZ_AGRI01000003|nc8_0636|291825_292280|152AA
NC_004567|lp_0718|658176_658754|193AA	NZ_AGRI01000003|nc8_0635|291287_291832|182AA
NC_004567|lp_0723|661173_663155|661AA	NZ_AGRI01000003|nc8_0640|294251_296233|661AA
NC_004567|lp_0721|659207_660253|349AA	NZ_AGRI01000003|nc8_0637|292285_293331|349AA
NC_004567|lp_0714|655327_656097|257AA	NZ_AGRI01000003|nc8_0632|288405_289175|257AA
NC_004567|lp_0713|654534_655322|263AA	NZ_AGRI01000003|nc8_0631|287612_288400|263AA
NC_004567|lp_0717|657467_658192|242AA	NZ_AGRI01000003|nc8_0634|290545_291270|242AA
NC_004567|lp_0715|656135_657187|351AA	NZ_AGRI01000003|nc8_0633|289213_290265|351AA
NC_004567|lp_0564|519681_520418|246AA	NZ_AGRI01000003|nc8_0506|177099_177836|246AA
NC_004567|lp_0563|518811_519512|234AA	NZ_AGRI01000003|nc8_0505|176219_176929|237AA
NC_004567|lp_2122|1915293_1917017|575AA	NZ_AGRI01000006|nc8_1880|526545_528269|575AA
NC_004567|lp_0835|774111_774893|261AA	NZ_AGRI01000003|nc8_0748|416476_417258|261AA
NC_004567|lp_0572|530751_531626|292AA	NZ_AGRI01000003|nc8_0514|188167_189042|292AA
NC_004567|lp_0571|529456_530742|429AA	NZ_AGRI01000003|nc8_0513|186872_188158|429AA
NC_004567|lp_2118|1911388_1912710|441AA	NZ_AGRI01000006|nc8_1877|522640_523962|441AA
NC_004567|lp_0569|526773_528944|724AA	NZ_AGRI01000003|nc8_0511|184189_186360|724AA
NC_004567|lp_0568|526045_526479|145AA	NZ_AGRI01000003|nc8_0510|183463_183897|145AA
NC_004567|lp_0566|522053_522880|276AA	NZ_AGRI01000003|nc8_0508|179471_180298|276AA
NC_004567|lp_0565|520575_522053|493AA	NZ_AGRI01000003|nc8_0507|177993_179471|493AA
NC_004567|lp_1552|1418894_1419472|193AA	NZ_AGRI01000005|nc8_1322|93899_94477|193AA
NC_004567|lp_1785|1618380_1618979|200AA	NZ_AGRI01000006|nc8_1535|189428_190027|200AA
NC_004567|lp_1786|1619090_1619500|137AA	NZ_AGRI01000006|nc8_1536|190138_190548|137AA
NC_004567|lp_1781|1612920_1613843|308AA	NZ_AGRI01000006|nc8_1530|181925_182848|308AA
NC_004567|lp_1782|1614002_1614526|175AA	NZ_AGRI01000006|nc8_1531|183007_183531|175AA
NC_004567|lp_1783|1614561_1615643|361AA	NZ_AGRI01000006|nc8_1532|183566_184648|361AA
NC_004567|lp_1784|1615640_1618201|854AA	NZ_AGRI01000006|nc8_1533|184645_187206|854AA
NC_004567|lp_0533|482282_482788|169AA	NZ_AGRI01000003|nc8_0477|139692_140198|169AA
NC_004567|lp_1779|1610463_1612118|552AA	NZ_AGRI01000006|nc8_1528|179468_181123|552AA
NC_004567|lp_1780|1612451_1612900|150AA	NZ_AGRI01000006|nc8_1529|181456_181905|150AA
NC_004567|lp_1638|1493144_1493668|175AA	NZ_AGRI01000006|nc8_1404|63310_63834|175AA
NC_004567|lp_0002|1546_2685|380AA	NZ_AGRI01000002|nc8_0002|1546_2685|380AA
NC_004567|lp_0001|1_1368|456AA	NZ_AGRI01000002|nc8_0001|1_1368|456AA
NC_004567|lp_3688|3307179_3307523|115AA	NZ_AGRI01000001|nc8_3129|638875_639219|115AA
NC_004567|lp_3683|3301138_3302106|323AA	NZ_AGRI01000001|nc8_3125|632834_633802|323AA
NC_004567|lp_3682|3299515_3300906|464AA	NZ_AGRI01000001|nc8_3124|631211_632602|464AA
NC_004567|lp_3681|3297586_3299496|637AA	NZ_AGRI01000001|nc8_3123|629282_631192|637AA
NC_004567|lp_3675|3292670_3293257|196AA	NZ_AGRI01000001|nc8_3118|624366_624953|196AA
NC_004567|lp_3673|3291125_3292441|439AA	NZ_AGRI01000001|nc8_3117|622822_624138|439AA
NC_004567|lp_3669|3289725_3290591|289AA	NZ_AGRI01000001|nc8_3115|621423_622289|289AA
NC_004567|lp_3668|3289085_3289567|161AA	NZ_AGRI01000001|nc8_3114|620783_621265|161AA
NC_004567|lp_1171|1068324_1069499|392AA	NZ_AGRI01000003|nc8_1029|703361_704536|392AA
NC_004567|lp_2182|1971403_1971654|84AA	NZ_AGRI01000006|nc8_1930|582583_582834|84AA
NC_004567|lp_1238|1125227_1125775|183AA	NZ_AGRI01000003|nc8_1086|761254_761802|183AA
NC_004567|lp_2166|1956536_1957501|322AA	NZ_AGRI01000006|nc8_1917|567716_568681|322AA
NC_004567|lp_2158|1949948_1951624|559AA	NZ_AGRI01000006|nc8_1911|561128_562804|559AA
NC_004567|lp_2159|1951687_1952646|320AA	NZ_AGRI01000006|nc8_1912|562867_563826|320AA
NC_004567|lp_1132|1030449_1031123|225AA	NZ_AGRI01000003|nc8_0994|665183_666160|326AA
NC_004567|lp_1123|1020512_1020688|59AA	NZ_AGRI01000003|nc8_0987|655550_655726|59AA
NC_004567|lp_3402|3016698_3017630|311AA	NZ_AGRI01000001|nc8_2882|362150_363082|311AA
NC_004567|lp_3403|3017893_3018753|287AA	NZ_AGRI01000001|nc8_2883|363345_364205|287AA
NC_004567|lp_3216|2864886_2865203|106AA	NZ_AGRI01000001|nc8_2743|223093_223410|106AA
NC_004567|lp_3217|2865200_2865838|213AA	NZ_AGRI01000001|nc8_2744|223407_224045|213AA
NC_004567|lp_1652|1506780_1508216|479AA	NZ_AGRI01000006|nc8_1413|76317_77753|479AA
NC_004567|lp_1654|1508800_1509819|340AA	NZ_AGRI01000006|nc8_1415|78337_79356|340AA
NC_004567|lp_1648|1503955_1504719|255AA	NZ_AGRI01000006|nc8_1410|73492_74256|255AA
NC_004567|lp_1649|1504712_1506307|532AA	NZ_AGRI01000006|nc8_1411|74249_75844|532AA
NC_004567|lp_3373|2995044_2995427|128AA	NZ_AGRI01000001|nc8_2873|351016_351399|128AA
NC_004567|lp_2203|1990078_1990503|142AA	NZ_AGRI01000006|nc8_1947|601257_601682|142AA
NC_004567|lp_3374|2995476_2996849|458AA	NZ_AGRI01000001|nc8_2874|351448_352821|458AA
NC_004567|lp_3393|3008907_3009845|313AA	NZ_AGRI01000001|nc8_2876|354360_355298|313AA
NC_004567|lp_3394|3009970_3010440|157AA	NZ_AGRI01000001|nc8_2877|355423_355893|157AA
NC_004567|lp_3397|3011531_3012004|158AA	NZ_AGRI01000001|nc8_2879|356983_357456|158AA
NC_004567|lp_3398|3012092_3014704|871AA	NZ_AGRI01000001|nc8_2880|357544_360156|871AA
NC_004567|lp_3400|3014946_3016496|517AA	NZ_AGRI01000001|nc8_2881|360398_361948|517AA
NC_004567|lp_0365|331776_333656|627AA	NZ_AGRI01000003|nc8_1064|739482_739835|118AA
NC_004567|lp_0233|213329_214486|386AA	NZ_AGRI01000002|nc8_0219|230694_231851|386AA
NC_004567|lp_0232|212878_213327|150AA	NZ_AGRI01000002|nc8_0218|230243_230692|150AA
NC_004567|lp_1430|1309330_1310325|332AA	NZ_AGRI01000005|nc8_1245|11069_12064|332AA
NC_004567|lp_1277|1161961_1163016|352AA	NZ_AGRI01000003|nc8_1121|798270_799325|352AA
NC_004567|lp_1276|1160935_1161957|341AA	NZ_AGRI01000003|nc8_1120|797244_798266|341AA
NC_004567|lp_3580|3196308_3197051|248AA	NZ_AGRI01000001|nc8_3034|530336_531079|248AA
NC_004567|lp_3579|3195515_3195952|146AA	NZ_AGRI01000001|nc8_3033|529543_529980|146AA
NC_004567|lp_3589|3206327_3208138|604AA	NZ_AGRI01000001|nc8_3044|540355_542166|604AA
NC_004567|lp_3581|3197044_3198303|420AA	NZ_AGRI01000001|nc8_3035|531072_532334|421AA
NC_004567|lp_1738|1577744_1578244|167AA	NZ_AGRI01000006|nc8_1494|148671_149171|167AA
NC_004567|lp_1739|1578261_1579466|402AA	NZ_AGRI01000006|nc8_1495|149188_150393|402AA
NC_004567|lp_1735|1573082_1574020|313AA	NZ_AGRI01000006|nc8_1491|144018_144956|313AA
NC_004567|lp_1737|1574874_1577678|935AA	NZ_AGRI01000006|nc8_1493|145801_148605|935AA
NC_004567|lp_1734|1572079_1573056|326AA	NZ_AGRI01000006|nc8_1490|143015_143992|326AA
NC_004567|lp_3679|3296593_3297330|246AA	NZ_AGRI01000001|nc8_3122|628289_629026|246AA
NC_004567|lp_3460|3064971_3066308|446AA	NZ_AGRI01000001|nc8_2934|410431_411768|446AA
NC_004567|lp_0856|795334_797316|661AA	NZ_AGRI01000003|nc8_0765|437685_439667|661AA
NC_004567|lp_0857|797481_799922|814AA	NZ_AGRI01000003|nc8_0766|439832_442273|814AA
NC_004567|lp_0858|800042_800461|140AA	NZ_AGRI01000003|nc8_0767|442393_442812|140AA
NC_004567|lp_0861|801023_802420|466AA	NZ_AGRI01000003|nc8_0769|443382_444779|466AA
NC_004567|lp_0848|785693_787000|436AA	NZ_AGRI01000003|nc8_0759|428045_429352|436AA
NC_004567|lp_0849|787618_789357|580AA	NZ_AGRI01000003|nc8_0760|429969_431708|580AA
NC_004567|lp_0853|792560_793468|303AA	NZ_AGRI01000003|nc8_0763|434911_435819|303AA
NC_004567|lp_0854|793923_794912|330AA	NZ_AGRI01000003|nc8_0764|436274_437263|330AA
NC_004567|lp_0862|802926_803399|158AA	NZ_AGRI01000003|nc8_0770|445285_445758|158AA
NC_004567|lp_0863|803763_804581|273AA	NZ_AGRI01000003|nc8_0771|446122_446940|273AA
NC_004567|lp_2563|2282845_2283681|279AA	NZ_AGRI01000008|nc8_2189|26279_27115|279AA
NC_004567|lp_0530|479246_479992|249AA	NZ_AGRI01000003|nc8_0474|136656_137402|249AA
NC_004567|lp_2560|2280579_2281235|219AA	NZ_AGRI01000008|nc8_2187|24015_24671|219AA
NC_004567|lp_2561|2281228_2282379|384AA	NZ_AGRI01000008|nc8_2188|24664_25815|384AA
NC_004567|lp_2558|2278636_2279220|195AA	NZ_AGRI01000008|nc8_2185|22072_22656|195AA
NC_004567|lp_2559|2279293_2280579|429AA	NZ_AGRI01000008|nc8_2186|22729_24015|429AA
NC_004567|lp_2556|2277309_2278028|240AA	NZ_AGRI01000008|nc8_2183|20745_21464|240AA
NC_004567|lp_2557|2278009_2278635|209AA	NZ_AGRI01000008|nc8_2184|21445_22071|209AA
NC_004567|lp_2564|2283903_2285066|388AA	NZ_AGRI01000008|nc8_2190|27344_28507|388AA
NC_004567|lp_2565|2285150_2286058|303AA	NZ_AGRI01000008|nc8_2191|28591_29499|303AA
NC_004567|lp_2759|2452881_2453678|266AA	NZ_AGRI01000010|nc8_2344|134279_135076|266AA
NC_004567|lp_2758|2451373_2452866|498AA	NZ_AGRI01000010|nc8_2343|132771_134264|498AA
NC_004567|lp_2761|2454565_2455167|201AA	NZ_AGRI01000010|nc8_2346|135963_136565|201AA
NC_004567|lp_2760|2453750_2454385|212AA	NZ_AGRI01000010|nc8_2345|135148_135783|212AA
NC_004567|lp_2754|2448089_2448727|213AA	NZ_AGRI01000010|nc8_2340|129488_130126|213AA
NC_004567|lp_2753|2447381_2447884|168AA	NZ_AGRI01000010|nc8_2339|128780_129283|168AA
NC_004567|lp_2757|2449505_2451229|575AA	NZ_AGRI01000010|nc8_2342|130903_132627|575AA
NC_004567|lp_0925|857506_859353|616AA	NZ_AGRI01000003|nc8_0826|499464_501311|616AA
NC_004567|lp_1264|1150257_1151336|360AA	NZ_AGRI01000003|nc8_1111|786567_787646|360AA
NC_004567|lp_0117|102998_103738|247AA	NZ_AGRI01000002|nc8_0116|116628_117368|247AA
NC_004567|lp_0116|101717_102916|400AA	NZ_AGRI01000002|nc8_0115|115347_116546|400AA
NC_004567|lp_0119|105689_106159|157AA	NZ_AGRI01000002|nc8_0118|119320_119790|157AA
NC_004567|lp_0118|103981_105573|531AA	NZ_AGRI01000002|nc8_0117|117612_119204|531AA
NC_004567|lp_1431|1310322_1312358|679AA	NZ_AGRI01000005|nc8_1246|12061_14097|679AA
NC_004567|lp_0120|106392_107756|455AA	NZ_AGRI01000002|nc8_0119|120023_121387|455AA
NC_004567|lp_1265|1151343_1152308|322AA	NZ_AGRI01000003|nc8_1112|787653_788618|322AA
NC_004567|lp_1268|1153430_1153981|184AA	NZ_AGRI01000003|nc8_1114|789731_790291|187AA
NC_004567|lp_0763|697158_697610|151AA	NZ_AGRI01000003|nc8_0682|338585_339142|186AA
